,JobTitle,Company,Location,JobDescription
448,Veterinary Laboratory Scientist,IDEXX,Mount Waverley VIC,"Mount Waverley, Victoria Laboratories

Global and local leader in veterinary pathology and services
Full-time position on a rotating roster (Includes Night Shift) - 38 hours/ week - Full Time and Part Time positions will be considered.
Blood film morphology skills would be advantageous.
Free onsite parking available.
Based at Mount Waverley
IDEXX Laboratories is the global leader in veterinary diagnostics, offering the industry a total diagnostic solution including a referral laboratory service, in-clinic equipment and practice management software. We have a position available for a qualified Veterinary/Medical Laboratory Scientist in our veterinary diagnostic laboratory in Mount Waverley. Working as part of a team on a rotating roster our Scientists contribute to the delivery of a timely, effective and efficient diagnostic pathology service. Key responsibilities include validating, interpreting and releasing results for a range of haematological, biochemical, endocrine and parasitological investigations. A critical part of this role is ensuring Quality Control procedures are valid and equipment and laboratory records are maintained in accordance with requirements of NATA/ISO Accreditation and Good Laboratory Practice.
To be successful in this role you will possess:
Bachelor of Applied Science in Medical Laboratory Science (or equivalent)
Previous experience in a multi-disciplinary medical laboratory – min 2 years
Have well developed haematology & biochemistry skills
Demonstrated ability to follow and adhere to policies and practices
Experience in operating efficiently and effectively to meet tight turnaround times
Passion for providing exceptional customer service
Intermediate pc and data entry skills
Attention to detail
The successful applicant must be available to work weekdays, weeknights and Saturday afternoons
If you are interested in joining a rapidly growing market leader in the veterinary industry and would love the opportunity to work with great people, services and products please click “Apply Now” and submit your CV."
449,Senior Full Stack Developer,Seer,Brisbane QLD,"ABOUT SEER
Seer is developing technology to revolutionise the diagnosis and management of neurological conditions, with a special focus on epilepsy. Our mission is to deliver deep personalised clinical insights and advance patient experience with leading-edge technology.
Our technology consists of wearable devices, a cloud platform and machine learning systems. These systems are at the core of our at-home video EEG monitoring and diagnostic service - the first of its kind. Seer has already made a big impact across the east coast of Australia over the last 2.5 years, and is now building for international expansion.
ABOUT OUR PRODUCT
We're building a web platform to power wearable and implantable devices that are about to enter the healthcare market. The platform stores and manages the biomedical data from these devices, allowing us to provide personalised insights, predictions and alerts to patients in real-time. The platform currently supports our at-home EEG-ECG diagnostic services and will soon support clinical trials of devices carried out by partner companies.
ABOUT THE ROLE
Our web/mobile product team is growing and we’re looking to hire another Senior fullstack JavaScript developer to help us develop new capabilities and features. These features will allow patients to better understand their data, allow clinicians to quickly follow and track their patients condition, allow our clinical staff to easily manage referrals and patient data, our data scientists to curate and build upon de-identified patient data, and allow us to connect with physical devices for recording data.
ABOUT YOU
Developing, testing, and maintaining code for the GraphQL server (NodeJS, ExpressJS and Apollo Server) and for the main web app (ReactJS and Apollo Client).
In collaboration with the rest of the team, ensuring that our software is user friendly, stable, secure, resilient, documented, and maintainable
Proactively raising issues or ideas for how our technology should/could be built
Being an active member of the team's development and learning
SKILLS AND EXPERIENCE
Solid experience in web development (including both front and back-end development)
Very comfortable writing JavaScript and experienced with at least one modern front-end JavaScript framework
Good communication skills, an attention to detail, and a focus on user experience
Enthusiasm for software quality (automated testing, code review, and documentation)
Ability to work well in a diverse team with different backgrounds and experience levels
In addition to these base attributes, we are particularly interested in people with experience in:
ReactJS
NodeJS (especially ExpressJS)
SQL
Git, CI/CD, and agile development practices
Managing and monitoring server infrastructure (especially on AWS)
GraphQL (especially the Apollo libraries)
This is a great opportunity for someone to help us build an amazing product and work in a collaborative, team environment. You will have the chance to influence a growing team, work with and contribute to modern development tools, and work on a range of interesting features and problems.
Requirements"
450,Big Data Engineer,Firesoft People,Surry Hills NSW,"Big Data Engineer
Surry Hills location
6-month contract, high chance of renewal
Cutting edge technology
About the company:
One of Australia's leading retail organisations based in Surry Hills is looking for a Big Data Engineer to lay the platform for their huge BI transformation project.
About the Role:
Swift execution of Big Data Engineering, Machine Learning and DevOps best practice on Terabytes of data from the largest Australian retail is what this role is about. Working as part of data engineering team, hand in hand with data scientists, be prepared to build cutting edge pipelines and experiment with best data engineering and ML tech available on the market. The team has a culture of its own, which involves an innate desire to do things differently with high quality and push tech to its limits. No matter how experienced you are, be prepared to learn a lot!
It will be your job to:
Assist the Data Scientists and lay the platform in the design, implementation and testing of customer data products such as personalisation engine, decision engine et.
Ensure quality control and oversight of model outputs within the customer product
Being the single point of contact for all stakeholders to ensure outcomes are delivered and that we deliver value
What you need to succeed:
Strong software engineering background and passion for high quality design and code
2-5 years of commercial experience with Scala, Spark, SQL and Python
Total automation mentality (CI/CD)
Very good command of Linux
Exceptional communication skills
Autonomy
Ideal candidate will also have:
2-5 years of end to end delivery of Terabytes size Data Engineering pipelines
1-3 years of DevOps experience (GCP/AWS, Kubernetes, Terraform)
We have already launched a headhunt drive for this role - if you feel that this is the next step in your career, apply now!!"
451,MediaCom | Head of Strategy,MediaCom,Melbourne VIC,"MediaCom is an agency of GroupM, the world’s largest media investment company and are a part of WPP. In fact, we are responsible for one in every three ads you see globally.
At GroupM APAC, our people are our strength, which is why fostering a culture of diversity and inclusion is important to us.

We are currently looking for a Head of Strategy to join us.

The role is both consultative, offering higher end, ‘up-stream’ strategic thinking to clients, as well as more ‘downstream’, predominantly reach-based channel planning, connecting deeply with the investment and content teams.

Purpose of Position
The traditional approach doesn’t cut it for our Strategy and Planning team. We relentlessly seek to uncover a whole host of insights from culture, the economy, people, behavior and connections, and combine this with great platform and touchpoint understanding to both inspire custom media strategies. Our focus sits firmly within evidence based planning that translates to real business outcomes. A sound theoretical understanding of established marketing dogma, such as the EBI’s Laws of Growth is also paramount.
Data is the driver. Delivering creativity is the goal. Our simple philosophy (Putting the “why” back in the business) keeps us grounded to make sure all strategic direction is clear and actionable.

The role is both consultative, offering higher end, ‘up-stream’ strategic thinking to clients, as well as more ‘downstream’, predominantly reach-based channel planning, connecting deeply with the investment and content teams.
You will also be conversant and have an expert understanding of MediaCom’s 20|20 ‘system-led’ planning framework and its application to strategic thinking.
The ideal candidate knows how to covert analysis into real world solutions and have innovation in their blood. They simplify complexity to bring clarity of thought.
Reporting of the role
This role reports to: Chief Strategy Officer and Managing Director
Key Relationships:
The essential relationship is with Business Leadership. We’re not shying away from the fact that we are looking to emulate the tried and tested creative agency model, where the Strategic Planning Lead and Business Lead work as partners to deliver outstanding client service and outcomes. We aim to create a powerful duo in each of our agency verticals (e.g. Travel or FMCG)
Senior clients: predominently Marketing and Brand Directors
Agency partner strategic leads (eg. Creative, Shopper, Research)
Internal department leads (Marketplace, MBA, Ecommerce, Data & Analytics)
Key media and technology vendors, particularly their strategists.
Academic partners (eg. Marketing scientists from Ehrenberg-Bass)

On any given day, you might
Lead, manage and nuture a team of high performers
Contribute to building and fostering strong client partnerships through deep understanding of the market they operate and the key business challenges that they face
Proactively identify strategic opportunities, demonstrated through strong analytical and strategic skills to solve client challenges
Lead the creation and ensure delivery on measurable client & strategy business KPIs
Drive understanding, adoption and implementation of proprietary tools in the development of strategy across the agency
Facilitate training and development that meet the needs (today and future) of the strategy community at Mediacom
Collaborate across functions and specialisms to create a more integrated and end to end strategy and planning product
Navigate and provide counsel on a variety of quant & qual research methodologies and how they should be integrated into the strategic planning process
Facilitate both internal and external sessions with teams and clients to undercover new insight and create synergy between clients & experts in our team
Create and deliver category, media and other relevant trends to both clients and internal teams
Elevate reputation of Mediacom’s strategic offering through industry-related thought leadership panels, making best-in-class planning the norm and showcasing our work through awards programmes
The ideal person
A motivated and passionate media professional that strives to understand “why”
Able to get things done, knows how to organize yourself and others
Can strike up conversation with the clients and media and talk the talk
Knows how to turn data and insights into a story
Can see communications trends and solutions clearly
Understand how tools and technology can help tell a story
Keeps ahead of the industry news, knows what’s new and shiny in market
A trusted advisor that can quickly understand the client’s business needs and develop a solution
Loves to actively share POV on market and industry, both educating our clients and building trust
You are a highly skilled communicator, that knows how to simplify the complicated media world and structure of an agency
Is seen as a pivotal thought leader by clients when it comes to trading, contracts, vendors and delivering
Numbers are a second language to you and you can translate between both fast, accurately and effectively.
You bring
Broad, deep, and current knowledge of marketing, business strategy, and digital technology: 10+ years of relevant industry or professional services experience required
The ability to work with data to develop insights and recommendations for clients
A collaborative attitude and approach to solving problems
A mastery of your strategic capability, and a basic understanding across other forms of strategy, including, but not limited to: Brand strategy, communications strategy, digital & media strategy
A constant curiosity to challenge the status-quo

Core KPI's
Lead a motivated strategic team within MediaCom, who are responsible for the strategic output of our client’s communications needs
Coordinate and optimise annual strategic planning process
Participate in marketing, new business pursuits and client workshops as directed (cross-GroupM, Partnership pursuits and any other unique or “first time” business development activities)
Business development
Awards – client based
Industry opinion / Leadership
Product definition and evolution
Build strong relationships with key stakeholders – internal and external

About MediaCom
Welcome innovators, initiative takers and instigators.
We are 8,500 of the world’s leading media communications specialists, in 125 offices, across 100 countries.
We have a global client roster that’s the envy of our peers. Adidas, Coca-Cola, Mars, P&G, PSA, Richemont, Shell and Sony to name but a few.
We help brands unlock growth through media. We do this using our Systems Thinking approach to data, technology and creativity and design communication strategies that build brands and generate sales. We’re part of WPP, the world's largest marketing communications services group, which gives us access to the richest data sets and most robust benchmarks in the business.
All this has helped us become the first network to hold the big six Media Network of the Year titles concurrently.
But the real secret to our success is simple (and not really a secret). It’s our People First, Better Results philosophy.
We know that when we invest in our people, we’ll deliver better results not only for them, but also for our clients.
We also know that talent comes in all shapes, sizes, genders and ethnicities. That’s why our agencies are open environments that celebrate difference.
Do you want to work with smart, creative, enthusiastic people? So do we.
Welcome to MediaCom
For more information, visit www.mediacom.com
Find us on Twitter @mediacomglobal
Like us on Facebook at facebook.com/MediaComGlobalNews
Join us on LinkedIn at linkedin.com/company/mediacom

About Australia
GroupM Australia takes pride in being a group built on a set of core values that extend to every aspect of our operation. We are committed to providing an empowering workplace that offers opportunities to learn, succeed and grow. We do this through our dedicated in-house training team who tailor our programs for every level of employee in every discipline across the group. GroupM is the largest media investment management company in Australia with 30% market share and over 800 employees. With such a unique culture, GroupM embraces workplace diversity, allowing our employees to bring different ideas and solutions to the workplace."
452,Software Engineer,Onset,Sydney NSW,"You spend most of your life at work and it’s widely accepted that you learn the most from the people you work with, so if you join somewhere mediocre, chances are….

If you want better for yourself then you will need to work with the best, and that’s what you’ll find here.

Don’t take my word for it though, Lars Rasmussen, Computer Scientist, Software Developer and the Co-Founder of Google Maps described the Founder of this company as one of the best engineers in Australia (drop me a message, I’ll send you the article).

So, with that in mind, you can be confident you are going to be building something meaningful and hugely complex, but what is it?

It’s a cloud-based 3D design tool built in C++ and Javascript for the utility sectors and despite being less than 2 years old, has already been implemented by multiple enterprise clients in Australia and received recent government funding.

You’ll be working with Machine Learning, developing complex algorithms and building physics simulation engines which pull data in real-time from data sources including IoT, photography, LiDAR and more.

What do they want from you?

With multiple vacancies, there is space for everyone from Junior to Senior Engineers and Developers.

The expectation is you’ll come from a Computer Science background, have worked with data structures and be comfortable with mathematics.

It’s important you love what you do, if you have hobbyist projects or contribute to platforms like Github or Stackoverflow then that’s a strong indicator.

A good programmer is agnostic so whether you cut code in C++, C# or Java, it doesn’t really matter, what matters is your desire to refine your skills.

So, if you want to guarantee yourself a future working with one of Australia’s best and brightest engineers and secure shares in their rapidly scaling business, drop me (Julien) a message, you can reach me at julien@theonset.com.au or 0406 158 832.

I look forward to hearing from you!"
453,Director of Strategy & Data,Finite IT,Sydney NSW,"We are working with a highly innovative business unit in one of the Big 4 Banks based in Sydney who are seeking a Director to drive the commercialisation of data across the Bank. The business unit act as a digital and innovation lab. They plan to solve complex problems by utilising Machine Learning and Data Science techniques.

Your role will include leading a team to execute high impact analytics, conducting rapid cycle testing and learn initiatives, and developing rapid prototypes of new data products and services
You will be expected to be a thought leader and lead agile multi-disciplinary projects to drive shareholder and customer value through data
Experience & Expectations
Experience in leading a team of Data Scientist
A background working with General Managers and Head of’s to drive untapped data opportunities to drive value within the area of their accountability
Entrepreneurial, with a high level of energy and creativity. Comfortable working with ambiguity
A Deep expertise in hands on data science, data engineering and strategy
Up to date with the most relevant data science and machine learning techniques
Ideally consultancy experience or Strong client service ethic as demonstrated through 7+ years’ experience in Professional Services or similar customer facing or service environment
Ability to inspire, lead and manage others in complex commercial environments
For more information please don’t hesitate to reach out to elliotb@finite.com.au

(EB)44896_1"
454,Data Engineer,Talenza,Sydney NSW,"SENIOR DATA ENGINEER | GROWTH ROLE - EXPOSURE TO MACHINE LEARNING/AI AND CLOUD
The Gist Of It..
Talenza has been engaged by one of Australia's leading start-ups to help source an experienced, enthusiastic and high performing Data Engineer as they scale their data capabilities. Your efforts will directly effect the organisations key products, helping drive growth and success, and will directly relate to the business' main revenue stream. Your stakeholders will be spread across the organisation and rise through to the C-Suite. Your team will be a mix of BI Consultants, Data Engineers and Data Scientists. There will be ample opportunity to work with Machine Learning and Cloud Platform Azure, with no previous experience required.
What you will bring to the table..
3+ years experience within a Data Engineering Role - Ability to champion best practice
Extremely Strong SQL Coding
Extremely Strong Python Coding
Extremely deep knowledge and experience of Datawarehousing environments/structures and best practice
Strong understanding of working within fast paced Agile environments with the ability to cope with several deployments daily

The remaining Shopping List which will help your cause..
Strong communication skills and stakeholder management
A positive, can-do attitude
Enthusiasm for the companies long term vision and willingness to join the crusade
investigating and ingesting new sources, able to apply ML and AI to generate opportunities to solve data and business problems."
455,PhD Scholarship - Unlocking the archives of the Kimberley's past,The University of Queensland,St Lucia QLD,"The successful candidate will be working under the supervision of Prof. Hamish McGowan and Dr. Stuart Browning and undertake their PhD as a member of a multidisciplinary team of scientists from Australia’s leading research intensive universities (Australian National University, The University of Queensland, University of Western Australia, The University of Melbourne, and Wollongong University) who aim to reconstruct the environmental history of the Kimberley region of northwest Australia.
The successful candidate will model the paleoclimate of northwest Australia spanning the past 60,000 years and then downscale model output to develop new understanding of the Kimberley’s local scale paleoclimates. This new knowledge will be used to shed light on the weather and climate experienced by Australia’s earliest inhabitants and the possible impact on the thousands of rock panels they painted.
During the course of the PhD, the successful candidate will have the opportunity to attend (inter)national conferences to present their research. The candidate will start the project in late 2019 or early 2020.
Applicants should possess a BSc Hons, MSc, or equivalent, majoring in a relevant discipline (e.g. geography, meteorology, maths/physics) with experience in climate modelling including the use of WRF.
Excellent oral and written communication skills, motivation and the ability to work as part of a team is also required. Experience with data assimilation into paleoclimate climate models would be an advantage.
Applicants must be eligible to enrol in a PhD with the University of Queensland. For a complete list of the University of Queensland's minimum entry requirements please refer to: http://www.uq.edu.au/grad-school/our-research-degrees.
Desirable requirements for applicants:
One or more peer-reviewed research publications with evidence of timely delivery of high quality research outputs. Previous experience with paleoclimate climate modelling is desirable.
Scholarship and remuneration
Applicants must note that selection by The School of Earth and Environmental Sciences (SEES) for participation in this research project, and admission to UQ are two separate processes. The applicant who successfully applies to this PhD research project opportunity will then be required to apply to the UQ Graduate School for admission. SEES will assist the successful applicant with their application for admission, but note that a successful application to SEES for this research project does not guarantee a successful application to the UQ Graduate School for admission. The selected prospective PhD candidate will receive a Research Training Program (RTP) living allowance stipend rate of $27,596 per annum tax-free (2019 rate), indexed annually, for three years with the possibility of two 6-month extensions in approved circumstances(conditions apply). On award of the scholarship a top-up stipend of $5000 per year will be available for a period not exceeding 3 years from the time of confirmation of PhD candidature by SEES. Additional funding up to $3000 in total during your period of PhD candidature will also be available to defray costs associated with presentation of your research at conferences.
For further information on scholarships refer to: http://www.uq.edu.au/grad-school/scholarships-and-fees.
Enquiries
To discuss this role, please contact Prof Hamish McGowan by email h.mcgowan@uq.edu.au
Applications
Applications to be submitted via the process outlined on the Grant-aligned priority PhD Scholarships page https://scholarships.uq.edu.au/scholarship/grant-aligned-priority-phd-scholarships As part of this process, you are required to upload a cover letter (addressing the suitability for the project) and a full resume along with the contact details of 3 referees."
456,Software Developer / Engineer,MIPAC Pty Ltd,Brisbane QLD,"Mipac is a well-respected systems engineering and integration company with a long history of delivering successful outcomes to clients across the globe for industries including mining and mineral processing, oil and gas, food and beverage, and pulp and paper.

We are results driven and customer focused, and our commitment to our people is evident in our high staff retention rate. We pride ourselves on providing exciting and challenging career opportunities in a creative, flexible and supportive environment.

The Role
Join a multi-disciplinary team of Engineers, Scientists and Software Developers with a passion for delivering value to their customers through systems that solve every day problems enabling our customers to advance their business in heavy industries.

We pride ourselves on forming teams of proficient and capable people that when combined, produce results that often exceed customer expectations. We focus heavily on the value we provide to our customers and continue to work closely with them to support them in achieving their goals and dreams. As such, we have a mix of people on our team from domain knowledge experts to specialists that go beyond the production of software.

Role highlights include:
Software development in Python (ranging from data science concepts to the Django web framework)
Development of user interfaces in JavaScript and REACT
Scoping solutions to software problems, which can range from feature raising to software design
Contributing to team planning
Ongoing coaching, both in receiving and giving in order to facilitate the advancement of all team members
Working with the team on projects for automating integration and delivery systems for both on-prem and cloud based solutions
A wider range of technology will be utilised as part of the role including .NET development, proprietary industrial data systems, and more
Contributing to both existing software products as well as working on new products yet to hit heavy industries
Our growing team is highly collaborative which provides all members an opportunity to exercise their skills, experience and beliefs in software development to influence the future of the business.

Level of Experience:
Minimum demonstrable skills of 3+ years programming in a professional environment using the mandatory systems (described below)
Examples of contributing to large code bases as part of a team is beneficial
Looking for all levels including senior
Mandatory Experience
Programming; Python and at least one other server or desktop language.
Web Development; HTML, CSS and JavaScript
At least one web framework (in any language)
Experience with unit test frameworks
Operations; Linux, at least one of MySQL / MariaDB or PostgreSQL, at least one of Apache of NGINX
Desired Experience
Programming; C, C#, C++, Erlang, Java, Bash
Web Development; React Framework, ES6,Node.js
Platforms; Windows Server Administration, MSSQL, MySQL / MariaDB, PostgreSQL, IIS, Apache, NGINX
Other; Ansible, Terraform, Docker, Bitbucket, Slack or MSTeams integrations, Any CI tooling experience
Qualifications
Degree qualified in Software Engineering or Computer Science or relevant tertiary qualification that overlaps these fields covering theoretical, abstract and practical aspects of software design.

Why us?
Mipac presents you with the opportunity to become part of a fantastic organisation that both appreciates and respects its employees. We offer successful candidates a challenging position operating at the forefront of cutting-edge technology with ongoing career development and opportunities, a competitive salary and much more.

What next?
If you are a Software Developer or Engineer with high standards, can produce software according to a variety of paradigms and are able to deploy and maintain the systems necessary for this production, please apply now with a cover note and your CV.

Please note, all applicants must have the right to live and work in Australia.

Mipac will not accept enquiries or CVs from recruitment agencies for this role"
457,Data Engineer Job in Brisbane,Synergy Placements,Brisbane QLD,"Contract role
Large QLD organisation
Brisbane CBD
This is an urgent contract role continuing for the duration of the project.
In this role you will be defining what data sets the data scientist requires with the help of a data architect and build a data pipeline into a data lake that will be productionised.

Requirements:
Experience with Talend Open Studio or equivalent
Expereince with implementing ETL processes or data pipelines
Strong SQL skills
Great data management understanding
Relative Java experience
Please send your CV in Word format to cvs@synergyplacements.com.au.
Stephen Johnstone – 0415 234 886

Please Share This
Comments
comments"
458,Data Scientist,Digitas,Sydney NSW,"Job Description

Digitas is an ambitious & connected agency where brilliant minds come together to make bold, award-winning marketing. We use data-driven insights to guide our work, but we also believe in a healthy dose of spirited storytelling as we strive to transform the marketing landscape.
As part of Data & Analytics (DNA) our Data Science teams develop industry-leading analytic solutions for clients across industries, channels, and business functions. We apply a bespoke and cutting-edge arsenal of statistical, analytical and computing techniques to complex data problems at scale, with the emphasis on game-changing - and measurable - business impact. We work in close collaboration with colleagues across all agency disciplines to develop truly innovative, highly effective, data-powered solutions for our clients.
To help with this, we’re looking for an outstanding Lead Data Scientist – an experienced problem solver and passionate evangelist of all things data, including the latest and greatest in methods, technologies and applications. Sound like you? Read on.
Data Scientists provide a wide range of analytic solutions for a multitude of client applications. We build inferential and predictive models, including machine learning algorithms and AI; we process, integrate and manipulate big data with distributed systems and customer data pipelines; we synthesise results and translate findings and into compelling stories that resonate with clients.
As Lead Data Scientist, you are our internal expert. You will develop and implement multi-faceted solutions for complex marketing and business challenges—from cross-channel media and customer experience optimisation to segmentation, targeting and business strategy—synthesising just the right elements of our technical and analytical offerings.
The role will also support and be supported by the network as part of the Publicis Spine global data community.
Day-to-day, your role includes:
End-to-end ownership of analytical projects involving data engineering, data mining, statistical modeling, and business strategy
Internal expertise in fundamental skill areas such as statistical methods, distributed computing, machine learning, AI, and open source programming
Thought leadership and innovation in process, technique, and implementation.
Summarising, visualising, communicating and documenting analytic concepts, processes and results for technical and non-technical audiences.
Sharing knowledge, debating techniques, conducting research to advance the collective knowledge and skills of our Data Science practice.
Sharing knowledge, debating techniques, conducting research to advance the collective knowledge and skills of our Data Science practice.

Required experience and skills:
We’re looking for rigorous analytic training and 7+ years professional experience in a data science or analytics role, which typically includes:
Robust domain expertise in areas of statistical methods, distributed computing, machine learning, AI, and/or a variety of open source programming languages
Experience implementing a range of statistical or machine learning methods, from basic descriptive statistics, hypothesis testing and feature transformation to complex dimension reduction, supervised or unsupervised learning, and model tuning and validation.
Proficiency in Python or R, SQL, and distributed computing systems such as Hadoop or AWS. Familiarity with Linux and/or Spark preferred.
Demonstrated ability to communicate complex technical concepts to non-technical audiences
Experience integrating a variety of data sources, methods, and applications to achieve specific objectives
Demonstrated passion for marketing analytic applications
Demonstrated self-starter who thrives in a fast-paced environment with limited structure.

Evaluation:
Digitas follows a rigorous performance management process based on four competency areas (Clients & Commercials, People, Delivery & Innovation, Craft Skills). Employees and managers have regular appraisal milestones, based on a tiered scorecard and SMART objectives agreed at the start of the year. Assessment happens through a continuous feedback process. Three-month objectives will be agreed for all new joiners to the company.

A little bit about us:
We are The Connected Marketing Agency. A strategic partner that guides brands to make meaningful connections with extraordinary outcomes.
Our purpose is to deliver Truth, Connection and Wonder. Truth. Being data-driven, informed by real human behaviour. We create authentic experiences inspired by insights. We believe in transparency in our business practises. Connection. We connect the ecosystem between brands and consumers through all marketing touchpoints…digital, physical, emerging. We connect with partners, sister agencies and clients for unconventional solutions. Wonder. By approaching challenges with excitement, imagination and a sense of what’s possible. Our ideas excite, open eyes, provoke, move people in transformational ways.
We are designed, through approach, workplace, and model to bring together experts in brands, data, technology, media, content, creative and CRM across the world. Our 6,000 diverse talents include technology, data and media experts as well as creative, customer and commercial specialists. Our unicorns are dedicated to helping our clients navigate their own marketing transformation delivering work that resonates with audiences around the world.
The way we do this is by connecting datasets that reveal people’s choices, preferences and attitudes through millions of signals in what they do each day. We pride ourselves on having one of the most innovative strategy teams in the business. Our goal to design the right end-to-end customer journey – people are at the centre of everything we do and data is the fuel. Our clients regularly sing our praises, and who can blame them: from several of the world’s largest banks to household names in travel, shopping, food, and leisure, our work is broad and innovative. But we are interested in more than just best-in-class insights; we strive to offer every employee cutting-edge career development with a generous helping of fun.

Qualifications

null

Additional Information

null"
459,Study Director - LCMS,Agilex Biolabs,Adelaide SA,"About the Company
Agilex Biolabs is a Regulated Bioanalytical laboratory which offers specialised services supporting drug development for the pharmaceutical and biotechnology industry. By combining specialised expertise, technological innovation and a 20-year track record, we have supported hundreds of preclinical and clinical trials around the world.
Opportunity & Benefits
We are seeking a Study Director - LCMS for an interesting and rewarding full-time permanent position. You will be the first point of contact with clients managing assigned studies from start up to close out.
The position offers a competitive salary, and for suitably qualified and experienced overseas candidates, visa sponsorship support and relocation assistance is on offer.
We offer:
A diverse and inclusive culture with a strong emphasis on team collaboration
Flexibility and work-life balance
Training and career development opportunities
Attractive remuneration
As we continue to grow, we want our people to grow with our organisation. We offer training and career development opportunities to build the skills and progress the careers of our employees.
Responsibilities
Perform the role of Study Director and/or Principal Investigator with overarching responsibility for assigned studies. Responsibilities include:
Manage studies to ensure timelines are set appropriately taking into account company and external stakeholder requirements, and once set, ensure timelines are achieved.
Communicate effectively with external stakeholders (i.e. clients, Clinical Research Organisations (CROs)).
Communicate with internal stakeholders (i.e. operations, Quality Assurance (QA), management) to ensure project progression.
Ensure the scientific integrity and regulatory compliance of study data.
Troubleshoot scientific issues by liaising with appropriate groups including Research & Development (R&D), operations, management.
Coordinate with operations and, in particular, the Lead Analyst to ensure operational progression of studies.
Update and review Analytical Laboratory Methods (ALM) and Standard Operating Procedures (SOPs) relevant to Study Director role.
Liaise with R&D to ensure smooth transition of methods into validation.
Requirements
Ordinary degree or higher in life sciences.
Minimum 5 - 8 years experience as a Senior Scientist working in regulated Bio-analysis in a CRO or pharmaceutical environment.
Minimum of 3-5 years work experience as a Study Director in a regulated environment project managing multiple studies.
Demonstrated experience in communicating with clients on high level science issues.
Proven ability to review Analytical Laboratory Methods (ALMs) and bioanalytical SOPs.
Proven ability to demonstrate efficient problem solving and scientific data interpretation abilities.
Experience with Laboratory Information Management Systems (LIMS), preferably Watson (desirable).
Experience with LCMS development (desirable).
High level of written and verbal communication skills.
To Apply
To apply for this role please submit your CV along with a cover letter outlining your skills and experience - please submit as one Microsoft Word document.
As we receive a high volume of applications for our vacancies, we will only contact you directly, should you be successful through to the next stage of our recruitment process.
www.agilexbiolabs.com
Job Type: Full-time
Salary: $80,000.00 to $90,000.00 /year
Work Eligibility:
No work eligibility is required, I am willing to sponsor the right candidate (e.g. visa) (Required)"
